"ID","category","country","description","price","rating","region","title","varietal","vintage"
"189667","Red","Italy","With a strong line of women at the helm of the winery, Josetta Saffirio is now run by the young Sara Vezza. Her Barolo Persiera is particularly impressive thanks to its bold, pulsing fruit nuances and the refined nature of its spice, tobacco and cola elements. The wine finishes with long floral flavors and polished tannins.","70",95,"Piedmont","Josetta Saffirio 2006 Persiera  (Barolo)","Nebbiolo","2006"
"189670","Red","US","A big wine, rather ponderous now in the size and forwardness of its fruit and the volume of mainly new French oak. The fruit is massive, suggesting black and red sour cherry candy, with oak influences of smoky char and pencil shavings, and complex notes of minerals and sweet violet flowers. But it all needs time to come together. Tasted in a large flight of 2007 Rutherford Cabernets and Bordeaux blends, this was easily the star. Really hard to exaggerate the wine's beauty and elegance. Best 2013–2019, at least.","175",96,"California","Staglin 2007 Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","2007"
"189684","Sparkling","France","A wine that has created its own universe. It has a unique, special softness that allies with the total purity that comes from a small, enclosed single vineyard. The fruit is almost irrelevant here, because it comes as part of a much deeper complexity. This is a great wine, at the summit of Champagne, a sublime, unforgettable experience.","1400",100,"Champagne","Krug 1998 Clos du Mesnil Chardonnay (Champagne)","Chardonnay","1998"
"189671","Red","Italy","It's hard to beat the quality achieved by this spectacular wine. Luciano Sandrone's Barolo from the Cannubi Boschis cru is creamy, rich, opulent and sophisticated. It oozes flavors of espresso, ripe cherry, cassis, cola and licorice. In the mouth, it is extraordinarily bright and generous and the seamless finish can be counted in long minutes. And, the best news is: this wine will only improve with time.","150",96,"Piedmont","Luciano Sandrone 2006 Cannubi Boschis  (Barolo)","Nebbiolo","2006"
"189672","Sparkling","France","Although the aromas are toasty, the flavors are still so fresh, rich, complex. This is a wonderful expression of taut minerality, pure citrus zest and then a wood-toast character that gives the wine both richness and sophistication. Given the fresh, intense fruit, this will certainly age for many years.","350",96,"Champagne","Krug 1998 Brut  (Champagne)","Champagne Blend","1998"
"189674","Sparkling","France","Intensely Chardonnay, this beautiful wine, named after the ancient rulers of Champagne, is pure mineral, green and citrus fruits, a steely shaft of pure concentration. Now just with a light touch of toast, this still will mature for several years.","180",96,"Champagne","Taittinger 1999 Comtes de Champagne Blanc de Blancs Chardonnay (Champagne)","Chardonnay","1999"
"189675","Red","Italy","Costa Grimaldi is a spectacular wine that surprises with every sip thanks to its intensity and the extraordinary quality of its mouthfeel. Initially, the wine is soft and yielding with tones of red cherry, chocolate, cola, licorice and mineral. It grows even more opulent and velvety in the mouth thanks to its fine texture and tannins. Keep this wine in your cellar ten years plus.","70",96,"Piedmont","Poderi Luigi Einaudi 2006 Costa Grimaldi  (Barolo)","Nebbiolo","2006"
"189677","Sparkling","France","Exceptionally rich and dense, an exceptional wine that reveals itself in layers, from the first fruit attack to the mineral texture and the way it gradually fills the mouth. Selected from old vines, there is a great flavor in this wine, with the promise of many years' aging.","229",97,"Champagne","Louis Roederer 2004 Cristal Brut  (Champagne)","Champagne Blend","2004"
"189679","Sparkling","France","With all the extreme intensity of this vintage, this wine brings even more. The start of cookie yeast and toast character, a vibrant mineral texture, hints of spice, green herbs and a final white peach flavor. It is still young, just keep aging.","185",97,"Champagne","Henriot 1996 Cuvée des Enchanteleurs Brut  (Champagne)","Champagne Blend","1996"
"189680","Red","Italy","Bravo! The Brunate cru has awarded Vietti with a stellar product: a wine that is unusually dark and plush with impressive intensity and crafted aromas of black fruit, spice, earth, licorice, balsam and gianduia chocolate-hazelnut spread. The soft, velvety texture is seductively delicious and the wine will age many long, glorious years.","130",97,"Piedmont","Vietti 2006 Brunate  (Barolo)","Nebbiolo","2006"
"189681","Sparkling","France","Disgorged in 2009, this is a toasty wine, rich and concentrated. The idea of long aging before disgorging the yeast cells is to build up the unique complexity of the wine. In this Bollinger has succeeded magnificently. An opulent wine, with aging potential for 10 years or more.","260",97,"Champagne","Bollinger 1997 RD Brut Champagne  (Champagne)","Champagne Blend","1997"
"189682","Sparkling","France","A glorious Champagne, now at the peak of its powers and maturity. It is rich, creamy, lightly toasty, cookies and yeast propelling the fruits and acidity forward into a wonderful texture. This wine confirms Henriot's place at the top tables of Champagne.","170",98,"Champagne","Henriot 1995 Cuvée des Enchanteleurs Brut  (Champagne)","Champagne Blend","1995"
"189683","Sparkling","France","A magnificent Champagne, one that is light, delicate, yet packed with character. It is beautifully balanced, with a bone-dry character, just softened by the toastiness that is developing. Expect this to age for many years.","385",99,"Champagne","Moët &amp; Chandon 1996 Dom Pérignon Oenothèque Brut  (Champagne)","Champagne Blend","1996"
"190549","Red","US","Silky and velvety soft in the mouth, coating the palate with extraordinary raspberry and cherry flavors, enriched with sweet oak, and spiced with cloves, cinnamon and white pepper. There are even notes of cocoa and orange zest. Yet brisk acidity makes it all clean and vibrant. It's hard to imagine a California Pinot Noir tasting better than this—and what a fantastic bargain. Drink now–2014.","34",96,"California","Byron 2008 Nielson Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","2008"
"190550","Red","US","Take a great Napa Cabernet and turn it into a Russian River Pinot, and you get this wonderful Pinot Noir. It's a low production blend of various vineyards controlled by Jackson Family Farms, and each barrel seems picked for sheer lusciousness. Dry and silky, with perfect tannin-acid balance, it shows rich, complex waves of raspberries, cherries, Dr. Pepper cola, balsam, pepper and all kinds of hard to define forest floor and mineral complications. Fully approachable now and for the next 3–4 years.","90",96,"California","Nine Barrel 2007 Pinot Noir (Russian River Valley)","Pinot Noir","2007"
"190648","Red","US","The first reserve from this winery, this is the most structured, dense and tightly layered Mark Ryan wine to date. It has the density and compact structure of Quilceda Creek, with perhaps just a shade less concentration. Aromatically complex, you can pick out early details of seed, coffee, pepper, chocolate and tobacco around the dense cassis, plum and cherry fruit. But this wine is truly a baby, and should not be touched for a decade or more.","75",95,"Washington","Mark Ryan 2007 Lonely Heart Cabernet Sauvignon (Red Mountain)","Cabernet Sauvignon","2007"
"190649","White","France","A flinty, mineral-charactered wine, with smoke and toast flavors dominant at this stage. The power and richness are there in the background, while the white fruits fit behind the structure. It's obviously for the long haul, a powerful, tight wine.","275",95,"Burgundy","Louis Latour 2008 Les Demoiselles  (Chevalier-Montrachet)","Chardonnay","2008"
"190651","Red","Portugal","One of the finest wines from the Douro, a powerful statement from 100-year-old vines. It has dense black fruits, tempered with an elegant style, the acidity giving a fresh edge to the concentration, spice and layers of wood. Age for 7–8 years and more.","125",95,"Douro","Quinta do Crasto 2007 Vinha Maria Teresa Red (Douro)","Portuguese Red","2007"
"190652","White","France","The potential here is enormous. This is a great wine, powerful and densely textured, at this stage packed with a steely character, but just waiting to unleash its beautifully defined fruit, to break out of the tight structure. Give it at least six years.","385",95,"Burgundy","Louis Latour 2008  Montrachet","Chardonnay","2008"
"190653","White","France","An opulent, weighty wine, packed with lemon fruits, wood caramel sweetness and a delicious tasty character. It is lip-smacking in its ripeness and freshness, the final flavor bringing together acidity and a creamy texture.","75",95,"Burgundy","Domaine Michel Bouzereau 2008 Le Cailleret Premier Cru  (Puligny-Montrachet)","Chardonnay","2008"
"190654","White","France","In the tight mineral side of Chablis, a wine with a terrific density of texture. The flavors are in the lemon grass, citrus line, a pure shaft of steel going through the fruit. Taut, tense, very vivid.","74",95,"Burgundy","William Fèvre 2008 Les Preuses Grand Cru  (Chablis)","Chardonnay","2008"
"190655","White","France","Tight and steely in character, a serious wine that is all tight, mineral structure. It has great potential, its texture dominated by citrus and green apple elements. Age for at least five years.","85",95,"Burgundy","William Fèvre 2008 Les Clos Grand Cru  (Chablis)","Chardonnay","2008"
"190656","White","France","Louis Latour has one of the largest landholdings in this famed vineyard and makes a classic, powerful Corton Charlemagne. The acidity of 2008 gives this wine even greater complexity and a purity of line to go with the power and density. Certainly for aging.","115",95,"Burgundy","Louis Latour 2008  Corton-Charlemagne","Chardonnay","2008"
"190657","Red","US","A blend of Cabernets Sauvignon and Franc, Merlot and Petit Verdot, this wine defines the cult style of immediate softness and deliciousness. Aged in 100% new oak, it adds a layer of caramelized vanilla to the ultra rich blackberry, black cherry, red currant, chocolate, anise and exotic Indian spice flavors. Superb now, and should develop over the next six years.","105",95,"California","Jarvis 2006 Lake William Red (Napa Valley)","Bordeaux-style Red Blend","2006"
